Questions,Alpha,Type,Data,isFirstColumnMergedHeader,isSecondColumnGroupedHeader,isFirstColumnHeader,isFirstColumnGroupedHeader,isFirstRowHeader,Extracted Data
"Are some unskilled office jobs viewed as having more status than others? Suppose a study is conducted in
which eight unskilled unemployed people are interviewed. The people are asked to rate each of five positions on a scale from 1 to 10 to indicate the status of the position with 10 denoting most status and 1 denoting least status. The resulting data are given below. Use alpha = 0.05 to analyze the repeated measures randomized block design data.",0.05,RBD,"323                         JOB                                   \
0          NaN  NaN  Mail Clerk  Typist  Receptionist  Secretary   
1    Respodent    1           4       5             3          7   
2          NaN    2           2       4             4          5   
3          NaN    3           3       3             2          6   
4          NaN    4           4       4             4          5   
5          NaN    5           3       5             1          3   
6          NaN    6           3       4             2          7   
7          NaN    7           2       2             2          4   
8          NaN    8           3       4             3          6   

323                      
0    Telephone Operator  
1                     6  
2                     4  
3                     7  
4                     4  
5                     5  
6                     7  
7                     4  
8                     6  ",True,False,True,False,True,"[[1.0 4.0 5.0 3.0 7.0 6.0]
 [2.0 2.0 4.0 4.0 5.0 4.0]
 [3.0 3.0 3.0 2.0 6.0 7.0]
 [4.0 4.0 4.0 4.0 5.0 4.0]
 [5.0 3.0 5.0 1.0 3.0 5.0]
 [6.0 3.0 4.0 2.0 7.0 7.0]
 [7.0 2.0 2.0 2.0 4.0 4.0]
 [8.0 3.0 4.0 3.0 6.0 6.0]]"
Pipeline operators estimate that it costs between $75 and $500 in U.S. currency to replace each seal thus making the Clarkson longer-lasting valves more attractive. Tyco does business with pipeline companies around the world. Suppose in an attempt to develop marketing materials Tyco marketers are interested in determining whether there is a significant difference in the cost of replacing pipeline seals in different countries. Four countrie Canada Colombia Taiwan and the United States are chosen for the study. Pipeline operators from equivalent operations are selected from companies in each country. The operators keep a cost log of seal replacements. A random sample of the data follows. Use these data to help Tyco determine whether there is a difference in the cost of seal replacements in the various countries. Explain your answer and tell how Tyco might use the information in their marketing materials.,Insufficient Data,CRD,"334 Canada Colombia Taiwan United States
0      215      355    170           230
1      205      280    190           190
2      245      300    235           225
3      270      330    195           220
4      290      360    205           215
5      260      340    180           245
6      225      300    190           230",False,False,False,False,False,"[[215.0 355.0 170.0 230.0]
 [205.0 280.0 190.0 190.0]
 [245.0 300.0 235.0 225.0]
 [270.0 330.0 195.0 220.0]
 [290.0 360.0 205.0 215.0]
 [260.0 340.0 180.0 245.0]
 [225.0 300.0 190.0 230.0]]"
In the late 1980s the Clarkson Company installed a manufacturing resource planning system. Using this and other quality improvement approaches the company was able to reduce lead-time from six to eight weeks to less than two weeks. Suppose that Tyco now uses a similar system and wants to test to determine whether lead-times differ significantly according to the type of valve it is manufacturing. As a control of the experiment they are including in the study as a blocking variable the day of the week the valve was ordered. One lead-time was selected per valve per day of the week. The data are given here in weeks. Analyze the data and discuss your findings.,Insufficient Data,RBD,"343            Type of Valve                                         
0         Days        Safety  Butterfly  Clack  Slide  Poppet  Needle
1       Monday           1.6        2.2    1.3    1.8     2.5     0.8
2      Tuesday           1.8          2    1.4    1.5     2.4       1
3    Wednesday             1        1.8      1    1.6       2     0.8
4     Thursday           1.8        2.2    1.4    1.6     1.8     0.6
5       Friday             2        2.4    1.5    1.8     2.2     1.2",False,True,True,False,True,"[[1.6 2.2 1.3 1.8 2.5 0.8]
 [1.8 2.0 1.4 1.5 2.4 1.0]
 [1.0 1.8 1.0 1.6 2.0 0.8]
 [1.8 2.2 1.4 1.6 1.8 0.6]
 [2.0 2.4 1.5 1.8 2.2 1.2]]"
"A teacher wants to compare the test scores of students using three different study methods. The scores are as follows:
Perform a one-way ANOVA to determine if there is a significant difference in test scores among the methods at α = 0.05.",0.05,CRD,"351 Method A Method B Method C
0         78       85       80
1         82       87       83
2         79       84       82
3         81       86       81
4         80       83       84",False,False,False,False,False,"[[78.0 85.0 80.0]
 [82.0 87.0 83.0]
 [79.0 84.0 82.0]
 [81.0 86.0 81.0]
 [80.0 83.0 84.0]]"
"A botanist is examining the effect of different fertilizers on plant growth. The following data represents the growth (in cm) of plants:
Conduct a one-way ANOVA to see if there are significant differences in plant growth at α = 0.01.",0.01,CRD,"358 Fertilizer X Fertilizer Y Fertilizer Z
0             25           30           28
1             26           31           29
2             27           32           27
3             24           29           30
4             28           30           28",False,False,False,False,False,"[[25.0 30.0 28.0]
 [26.0 31.0 29.0]
 [27.0 32.0 27.0]
 [24.0 29.0 30.0]
 [28.0 30.0 28.0]]"
"A company wants to evaluate the effectiveness of three training programs based on employee performance scores:
Use one-way ANOVA to determine if there are significant differences in performance scores at α = 0.05.",0.05,CRD,"365 Program 1 Program 2 Program 3
0          88        92        90
1          87        91        89
2          89        90        91
3          90        93        88
4          91        89        92",False,False,False,False,False,"[[88.0 92.0 90.0]
 [87.0 91.0 89.0]
 [89.0 90.0 91.0]
 [90.0 93.0 88.0]
 [91.0 89.0 92.0]]"
"A retail store is comparing customer satisfaction ratings for three different service approaches:
Perform a one-way ANOVA to check if there are significant differences in customer satisfaction at α = 0.01.",0.01,CRD,"372 Approach A Approach B Approach C
0          4.2        4.5          4
1          4.1        4.3        4.2
2          4.3        4.4        4.1
3            4        4.2        4.3
4          4.4        4.6        4.1",False,False,False,False,False,"[[4.2 4.5 4.0]
 [4.1 4.3 4.2]
 [4.3 4.4 4.1]
 [4.0 4.2 4.3]
 [4.4 4.6 4.1]]"
"A company wants to compare sales figures from three different regions:
Conduct a one-way ANOVA to determine if there are significant differences in sales figures at α = 0.05.",0.05,CRD,"379 Region 1 Region 2 Region 3
0        150      160      155
1        145      158      152
2        148      162      153
3        151      159      154
4        149      161      150",False,False,False,False,False,"[[150.0 160.0 155.0]
 [145.0 158.0 152.0]
 [148.0 162.0 153.0]
 [151.0 159.0 154.0]
 [149.0 161.0 150.0]]"
"Researchers are testing the effect of three dietary supplements on weight gain in rats:
Use one-way ANOVA to check if there are significant differences in weight gain at α = 0.01.",0.01,CRD,"386 Supplement A Supplement B Supplement C
0            2.5            3          2.8
1            2.6          3.1          2.9
2            2.4          2.9          2.7
3            2.7          3.2          2.8
4            2.5            3          2.9",False,False,False,False,False,"[[2.5 3.0 2.8]
 [2.6 3.1 2.9]
 [2.4 2.9 2.7]
 [2.7 3.2 2.8]
 [2.5 3.0 2.9]]"
"A study is conducted to compare the energy consumption of three different light bulbs:
Perform a one-way ANOVA to determine if there are significant differences in energy consumption at α = 0.05.",0.05,CRD,"393 Bulb A Bulb B Bulb C
0       60     55     50
1       58     54     49
2       59     56     51
3       60     55     52
4       57     53     50",False,False,False,False,False,"[[60.0 55.0 50.0]
 [58.0 54.0 49.0]
 [59.0 56.0 51.0]
 [60.0 55.0 52.0]
 [57.0 53.0 50.0]]"
"A gym is evaluating the effectiveness of three workout programs based on weight loss:
Use one-way ANOVA to determine if there are significant differences in weight loss at α = 0.05.",0.05,CRD,"400 Program X Program Y Program Z
0         3.5         4       3.8
1         3.6       3.9       4.1
2         3.4       4.2       3.9
3         3.7       4.1         4
4         3.8         4       3.7",False,False,False,False,False,"[[3.5 4.0 3.8]
 [3.6 3.9 4.1]
 [3.4 4.2 3.9]
 [3.7 4.1 4.0]
 [3.8 4.0 3.7]]"
"A software company is comparing usability scores for three different versions of their software:
Perform a one-way ANOVA to check if there are significant differences in usability scores at α = 0.05.",0.05,CRD,"407 Version 1 Version 2 Version 3
0         7.8         8       7.9
1         7.9       8.1       7.8
2         7.7       8.2       7.9
3         7.6         8         8
4         7.8       8.1       7.7",False,False,False,False,False,"[[7.8 8.0 7.9]
 [7.9 8.1 7.8]
 [7.7 8.2 7.9]
 [7.6 8.0 8.0]
 [7.8 8.1 7.7]]"
"A company wants to compare the effectiveness of three marketing campaigns based on sales increase:
Conduct a one-way ANOVA to determine if there are significant differences in campaign effectiveness at α = 0.01.",0.01,CRD,"414 Campaign A Campaign B Campaign C
0          12%        15%        13%
1          11%        14%        12%
2          12%        16%        13%
3          13%        14%        14%
4          12%        15%        12%",False,False,True,False,False,"[['15%' '13%']
 ['14%' '12%']
 ['16%' '13%']
 ['14%' '14%']
 ['15%' '12%']]"
"The retention scores (out of 10) of students using different study aids across various subjects:
Conduct a randomized block ANOVA to see if there are significant differences in retention scores at α = 0.05.",0.05,RBD,"421  Subject Aid 1 Aid 2 Aid 3
0       Math   7.5     8   7.8
1    Science     8   8.2   7.9
2    English   7.8   8.1     8
3    History   7.7     8   7.9
4        Art   7.6   8.2   7.8",False,False,True,False,False,"[[7.5 8.0 7.8]
 [8.0 8.2 7.9]
 [7.8 8.1 8.0]
 [7.7 8.0 7.9]
 [7.6 8.2 7.8]]"
"The effectiveness of three blood pressure medications tested on different patient groups:
Perform a randomized block ANOVA to determine if there are significant differences in medication effectiveness at α = 0.01.",0.01,RBD,"428 Patient Group Medication A Medication B Medication C
0         Group 1          120          118          119
1         Group 2          121          117          120
2         Group 3          119          116          118
3         Group 4          118          117          119
4         Group 5          120          118          117",False,False,True,False,False,"[[121.0 117.0 120.0]
 [119.0 116.0 118.0]
 [118.0 117.0 119.0]
 [120.0 118.0 117.0]]"
"The yield (in kg) of three different crop varieties grown in different soil types:
Use a randomized block ANOVA to check if there are significant differences in crop yield at α = 0.05.",0.05,RBD,"435 Soil Type Variety 1 Variety 2 Variety 3
0      Soil A       3.5       3.8       3.6
1      Soil B       3.6       3.9       3.7
2      Soil C       3.7         4       3.8
3      Soil D       3.8       3.7       3.9
4      Soil E       3.9       3.6         4",False,False,True,False,False,"[[3.5 3.8 3.6]
 [3.6 3.9 3.7]
 [3.7 4.0 3.8]
 [3.8 3.7 3.9]
 [3.9 3.6 4.0]]"
"The impact of three exercise regimens on muscle strength across different age groups:
Conduct a randomized block ANOVA to determine if there are significant differences in muscle strength at α = 0.01.",0.01,RBD,"442 Age Group Regimen 1 Regimen 2 Regimen 3
0       20-30        50        52        51
1       31-40        48        50        49
2       41-50        49        51        50
3       51-60        47        48        46
4       61-70        46        47        45",False,False,True,False,False,"[[50.0 52.0 51.0]
 [48.0 50.0 49.0]
 [49.0 51.0 50.0]
 [47.0 48.0 46.0]
 [46.0 47.0 45.0]]"
"The satisfaction ratings (out of 10) of different website designs across various user demographics:
Use a randomized block ANOVA to check if there are significant differences in satisfaction ratings at α = 0.05.",0.05,RBD,"449 Demographic Design A Design B Design C
0         18-25      7.5        8      7.8
1         26-35        8      8.2      7.9
2         36-45      7.8      8.1        8
3         46-55      7.7        8      7.9
4           56+      7.6      8.2      7.8",False,False,True,False,False,"[[7.5 8.0 7.8]
 [8.0 8.2 7.9]
 [7.8 8.1 8.0]
 [7.7 8.0 7.9]
 [7.6 8.2 7.8]]"
"The efficiency scores of different study techniques across various student groups:
Perform a randomized block ANOVA to determine if there are significant differences in efficiency scores at α = 0.01.",0.01,RBD,"456 Student Group Technique A Technique B Technique C
0         Group 1          80          85          82
1         Group 2          83          86          84
2         Group 3          82          87          83
3         Group 4          81          84          85
4         Group 5          84          88          86",False,False,True,False,False,"[[80.0 85.0 82.0]
 [83.0 86.0 84.0]
 [82.0 87.0 83.0]
 [81.0 84.0 85.0]
 [84.0 88.0 86.0]]"
"The performance scores of employees after using different training programs across various departments:
Use a randomized block ANOVA to check if there are significant differences in performance scores at α = 0.05.",0.05,RBD,"463 Department Program 1 Program 2 Program 3
0        Sales        75        80        78
1    Marketing        78        82        79
2           HR        77        81        80
3           IT        76        79        77
4      Finance        79        83        80",False,False,True,False,False,"[[75.0 80.0 78.0]
 [78.0 82.0 79.0]
 [77.0 81.0 80.0]
 [76.0 79.0 77.0]
 [79.0 83.0 80.0]]"
"The quality ratings (out of 10) of different product batches across various production lines:
Conduct a randomized block ANOVA to determine if there are significant differences in quality ratings at α = 0.01.",0.01,RBD,"470 Production Line Batch A Batch B Batch C
0            Line 1     8.5     8.8     8.7
1            Line 2     8.6     8.9     8.8
2            Line 3     8.7     8.7     8.6
3            Line 4     8.8     8.6     8.9
4            Line 5     8.9     8.9     8.8",False,False,True,False,False,"[[8.5 8.8 8.7]
 [8.6 8.9 8.8]
 [8.7 8.7 8.6]
 [8.8 8.6 8.9]
 [8.9 8.9 8.8]]"
"The sales performance of different marketing strategies across various regions:
Perform a randomized block ANOVA to check if there are significant differences in sales performance at α = 0.05.",0.05,RBD,"477   Region Strategy A Strategy B Strategy C
0      North         55         60         58
1      South         52         59         57
2       East         54         58         56
3       West         53         57         55
4    Central         56         61         59",False,False,True,False,False,"[[55.0 60.0 58.0]
 [52.0 59.0 57.0]
 [54.0 58.0 56.0]
 [53.0 57.0 55.0]
 [56.0 61.0 59.0]]"
"The impact of different classroom environments on student performance across various teaching styles:
Conduct a randomized block ANOVA to determine if there are significant differences in student performance at α = 0.01.",0.01,RBD,"484 Teaching Style Environment A Environment B Environment C
0          Style 1            85            80            82
1          Style 2            88            83            85
2          Style 3            87            84            86
3          Style 4            86            81            83
4          Style 5            89            85            84",False,False,True,False,False,"[[85.0 80.0 82.0]
 [88.0 83.0 85.0]
 [87.0 84.0 86.0]
 [86.0 81.0 83.0]
 [89.0 85.0 84.0]]"
"The effectiveness scores of different teaching methods and materials:
Perform a two-way ANOVA to determine if teaching method and material type impact effectiveness scores at α = 0.05.",0.05,RBD,"491    Material Method A Method B Method C
0    Material 1       80       85       82
1    Material 2       83       86       84
2    Material 3       82       87       83",False,False,True,False,False,"[[80.0 85.0 82.0]
 [83.0 86.0 84.0]
 [82.0 87.0 83.0]]"
"The effectiveness scores of different advertisement types across various media platforms:
Conduct a two-way ANOVA to see if advertisement type and platform affect effectiveness at α = 0.05.",0.05,RBD,"496 Platform Ad Type 1 Ad Type 2 Ad Type 3
0         TV         7         8         6
1     Online         6         7         8
2      Print         5         6         7",False,False,True,False,False,"[[7.0 8.0 6.0]
 [6.0 7.0 8.0]
 [5.0 6.0 7.0]]"
"The weight loss (in kg) for different diet and exercise combinations:
Perform a two-way ANOVA to check if diet and exercise impact weight loss at α = 0.01.",0.01,RBD,"501    Exercise Diet A Diet B Diet C
0    Exercise 1    3.5      4    3.8
1    Exercise 2    3.6    3.9    4.1
2    Exercise 3    3.4    4.2    3.9",False,False,True,False,False,"[[3.5 4.0 3.8]
 [3.6 3.9 4.1]
 [3.4 4.2 3.9]]"
"The production output (in units) for different machines operated by different operators:
Conduct a two-way ANOVA to determine if machine and operator affect production output at α = 0.05.			",0.05,RBD,"506    Operator Machine 1 Machine 2 Machine 3
0    Operator A       150       160       155
1    Operator B       145       158       152
2    Operator C       148       162       153",False,False,True,False,False,"[[150.0 160.0 155.0]
 [145.0 158.0 152.0]
 [148.0 162.0 153.0]]"
"The usability scores (out of 10) for different software versions across various user groups:
Use a two-way ANOVA to check if software version and user group impact usability scores at α = 0.05.",0.05,RBD,"511 User Group Version 1 Version 2 Version 3
0      Group 1         7         8         9
1      Group 2         6         7         8
2      Group 3         5         6         7",False,False,True,False,True,"[[6.0 7.0 8.0]
 [5.0 6.0 7.0]]"
"The effect of different dietary supplements on weight gain (in kg) across various age groups:
Perform a two-way ANOVA to determine if supplement and age group affect weight gain at α = 0.01.",0.01,RBD,"516 Age Group Supplement A Supplement B Supplement C
0       20-30          2.5            3          2.8
1       31-40          2.6          3.1          2.9
2       41-50          2.4          2.9          2.7",False,False,True,False,False,"[[2.5 3.0 2.8]
 [2.6 3.1 2.9]
 [2.4 2.9 2.7]]"
"The satisfaction scores of employees (out of 10) in different job roles across genders:
Conduct a two-way ANOVA to check if job role and gender affect satisfaction scores at α = 0.05.",0.05,RBD,"521  Gender Role 1 Role 2 Role 3
0      Male    7.5      8    7.8
1    Female      8    8.2    7.9
2     Other    7.8    8.1      8",False,False,True,False,False,"[[7.5 8.0 7.8]
 [8.0 8.2 7.9]
 [7.8 8.1 8.0]]"
"The sales increase (in %) for different product features in various markets:
Perform a two-way ANOVA to determine if product feature and market affect sales increase at α = 0.01.",0.01,RBD,"526    Market Feature A Feature B Feature C
0    Market 1        10        12        11
1    Market 2        11        13        10
2    Market 3         9        12        11",False,False,True,False,False,"[[10.0 12.0 11.0]
 [11.0 13.0 10.0]
 [9.0 12.0 11.0]]"
"The test scores of students for different teaching methods across genders:
Use a two-way ANOVA to check if teaching method and gender affect test scores at α = 0.05.",0.05,RBD,"531  Gender Method A Method B Method C
0      Male       78       85       80
1    Female       82       87       83
2     Other       79       84       82",False,False,True,False,False,"[[78.0 85.0 80.0]
 [82.0 87.0 83.0]
 [79.0 84.0 82.0]]"
"The effectiveness scores (out of 10) for different software features across user types:
Conduct a two-way ANOVA to determine if software feature and user type impact effectiveness scores at α = 0.05.",0.05,RBD,"536 User Type Feature 1 Feature 2 Feature 3
0      Type A       7.5         8       7.8
1      Type B         8       8.2       7.9
2      Type C       7.8       8.1         8",False,False,True,False,False,"[[7.5 8.0 7.8]
 [8.0 8.2 7.9]
 [7.8 8.1 8.0]]"
"A botanist wants to examine the effect of three different fertilizers on plant growth across four different soil types. The data collected (growth in cm) is as follows:
Determine if there are significant differences in plant growth due to fertilizers and soil types.",,RBD,"541 Soil Type Fertilizer A Fertilizer B Fertilizer C
0      Soil 1         15.2         16.4         15.9
1      Soil 2         14.8           16         15.5
2      Soil 3         15.5         16.2         15.7
3      Soil 4           15         16.1         15.6",False,False,True,False,False,"[[15.2 16.4 15.9]
 [14.8 16.0 15.5]
 [15.5 16.2 15.7]
 [15.0 16.1 15.6]]"
"A researcher is evaluating the efficiency of three study techniques across different student groups based on their grades:
Investigate if the study techniques and student groups have an impact on grades.",,RBD,"547 Student Group Technique A Technique B Technique C
0         Group 1          85          88          87
1         Group 2          83          86          85
2         Group 3          84          87          86
3         Group 4          82          85          84",False,False,True,False,False,"[[85.0 88.0 87.0]
 [83.0 86.0 85.0]
 [84.0 87.0 86.0]
 [82.0 85.0 84.0]]"
"A nutritionist wants to test the effectiveness of three diet programs on weight loss across different age groups. The data collected (weight loss in kg) is as follows:
Examine the effect of diet programs and age groups on weight loss.",,RBD,"553 Age Group Diet Program A Diet Program B Diet Program C
0       20-30            3.5              4            3.8
1       31-40            3.6            3.9            4.1
2       41-50            3.4            4.2            3.9
3       51-60            3.7            4.1              4",False,False,True,False,False,"[[3.5 4.0 3.8]
 [3.6 3.9 4.1]
 [3.4 4.2 3.9]
 [3.7 4.1 4.0]]"
"A company is evaluating the impact of three training programs on employee performance across different departments. The performance scores are as follows:
Determine if training programs and departments significantly affect employee performance.",,RBD,"559 Department Program A Program B Program C
0           HR        75        80        78
1           IT        78        82        79
2        Sales        77        81        80
3    Marketing        76        79        77",False,False,True,False,False,"[[75.0 80.0 78.0]
 [78.0 82.0 79.0]
 [77.0 81.0 80.0]
 [76.0 79.0 77.0]]"
"A gym is comparing the effectiveness of three exercise routines on muscle gain across different age groups. The data collected (muscle gain in kg) is as follows:
Analyze the impact of exercise routines and age groups on muscle gain.",,RBD,"565 Age Group Routine A Routine B Routine C
0       20-30       2.5         3       2.8
1       31-40       2.6       3.1       2.9
2       41-50       2.4       2.9       2.7
3       51-60       2.7       3.2       2.8",False,False,True,False,False,"[[2.5 3.0 2.8]
 [2.6 3.1 2.9]
 [2.4 2.9 2.7]
 [2.7 3.2 2.8]]"
"A pharmaceutical company is testing the effectiveness of three medications on reducing blood pressure across different patient groups. The data collected (reduction in mmHg) is as follows:
Investigate the effect of medications and patient groups on blood pressure reduction.",,RBD,"571 Patient Group Medication A Medication B Medication C
0         Group 1           12           14           13
1         Group 2           13           15           14
2         Group 3           11           13           12
3         Group 4           12           14           13",False,False,True,False,False,"[[12.0 14.0 13.0]
 [13.0 15.0 14.0]
 [11.0 13.0 12.0]
 [12.0 14.0 13.0]]"
"A software company is evaluating the usability of three software versions across different user demographics. The usability scores (out of 10) are as follows:
Determine if software versions and demographics significantly affect usability scores.",,RBD,"577 Demographic Version A Version B Version C
0         18-25       7.5         8       7.8
1         26-35         8       8.2       7.9
2         36-45       7.8       8.1         8
3         46-55       7.7         8       7.9",False,False,True,False,False,"[[7.5 8.0 7.8]
 [8.0 8.2 7.9]
 [7.8 8.1 8.0]
 [7.7 8.0 7.9]]"
"An education researcher is comparing the effectiveness of three teaching methods on student performance across different schools. The performance scores are as follows:
Analyze the impact of teaching methods and schools on student performance.",,RBD,"583    School Method A Method B Method C
0    School 1       85       88       87
1    School 2       83       86       85
2    School 3       84       87       86
3    School 4       82       85       84",False,False,True,False,False,"[[85.0 88.0 87.0]
 [83.0 86.0 85.0]
 [84.0 87.0 86.0]
 [82.0 85.0 84.0]]"
"A company is evaluating the effectiveness of three marketing strategies on sales across different regions. The sales data (in thousands) is as follows:
Determine if marketing strategies and regions significantly affect sales.",,RBD,"589 Region Strategy A Strategy B Strategy C
0    North        150        160        155
1    South        145        158        152
2     East        148        162        153
3     West        151        159        154",False,False,True,False,False,"[[150.0 160.0 155.0]
 [145.0 158.0 152.0]
 [148.0 162.0 153.0]
 [151.0 159.0 154.0]]"
"A health researcher is examining the effect of three diets on weight loss across different exercise routines. The data collected (weight loss in kg) is as follows:
Examine the impact of diets and exercise routines on weight loss.",,RBD,"595 Exercise Routine Diet A Diet B Diet C
0          Routine 1    3.5      4    3.8
1          Routine 2    3.6    3.9    4.1
2          Routine 3    3.4    4.2    3.9
3          Routine 4    3.7    4.1      4",False,False,True,False,False,"[[3.5 4.0 3.8]
 [3.6 3.9 4.1]
 [3.4 4.2 3.9]
 [3.7 4.1 4.0]]"
"A retail store is comparing customer satisfaction across three service approaches and different store locations. The satisfaction scores (out of 10) are as follows:
Determine if service approaches and store locations significantly affect customer satisfaction.",,RBD,"601 Location Approach A Approach B Approach C
0    Store 1        7.5          8        7.8
1    Store 2          8        8.2        7.9
2    Store 3        7.8        8.1          8
3    Store 4        7.7          8        7.9",False,False,True,False,False,"[[7.5 8.0 7.8]
 [8.0 8.2 7.9]
 [7.8 8.1 8.0]
 [7.7 8.0 7.9]]"
"A company is testing the effectiveness of three advertising campaigns on brand awareness across different demographics. The awareness scores (out of 10) are as follows:
Investigate the effect of advertising campaigns and demographics on brand awareness.",,RBD,"607 Demographic Campaign A Campaign B Campaign C
0         18-25        7.5          8        7.8
1         26-35          8        8.2        7.9
2         36-45        7.8        8.1          8
3         46-55        7.7          8        7.9",False,False,True,False,False,"[[7.5 8.0 7.8]
 [8.0 8.2 7.9]
 [7.8 8.1 8.0]
 [7.7 8.0 7.9]]"
"A farmer is comparing the yield of three crop varieties across different irrigation methods. The yield data (in kg) is as follows:
Determine if crop varieties and irrigation methods significantly affect yield.",,RBD,"613 Irrigation Method Variety A Variety B Variety C
0            Method 1       150       160       155
1            Method 2       145       158       152
2            Method 3       148       162       153
3            Method 4       151       159       154",False,False,True,False,False,"[[150.0 160.0 155.0]
 [145.0 158.0 152.0]
 [148.0 162.0 153.0]
 [151.0 159.0 154.0]]"
"A manufacturing company is evaluating the quality of three products across different production lines. The quality scores (out of 10) are as follows:
Analyze the impact of products and production lines on quality scores.",,RBD,"619 Production Line Product A Product B Product C
0            Line 1       8.5       8.8       8.7
1            Line 2       8.6       8.9       8.8
2            Line 3       8.7       8.7       8.6
3            Line 4       8.8       8.6       8.9",False,False,True,False,False,"[[8.5 8.8 8.7]
 [8.6 8.9 8.8]
 [8.7 8.7 8.6]
 [8.8 8.6 8.9]]"
"An energy company is testing the efficiency of three energy-saving devices across different building types. The consumption data (in kWh) is as follows:
Investigate the effect of energy-saving devices and building types on energy consumption.",,RBD,"625 Building Type Device A Device B Device C
0          Type 1      150      160      155
1          Type 2      145      158      152
2          Type 3      148      162      153
3          Type 4      151      159      154",False,False,True,False,False,"[[150.0 160.0 155.0]
 [145.0 158.0 152.0]
 [148.0 162.0 153.0]
 [151.0 159.0 154.0]]"
"A factory is testing the efficiency of three different machines across four different raw materials and two shift times. The data collected (efficiency score out of 100) is as follows:
Analyze the effect of raw materials shift times and machines on efficiency scores.",,FD,"631 Raw Material Shift Time Machine A Machine B Machine C
0     Material 1    Morning        85        88        87
1     Material 1    Evening        84        86        85
2     Material 2    Morning        86        89        88
3     Material 2    Evening        85        87        86
4     Material 3    Morning        87        90        89
5     Material 3    Evening        86        88        87
6     Material 4    Morning        88        91        90
7     Material 4    Evening        87        89        88",False,True,True,True,True,"[['Morning' 85.0 88.0 87.0]
 ['Evening' 84.0 86.0 85.0]
 ['Morning' 86.0 89.0 88.0]
 ['Evening' 85.0 87.0 86.0]
 ['Morning' 87.0 90.0 89.0]
 ['Evening' 86.0 88.0 87.0]
 ['Morning' 88.0 91.0 90.0]
 ['Evening' 87.0 89.0 88.0]]"
"A researcher is studying the yield of four different crop varieties under three types of fertilizers and two irrigation methods. The data collected (yield in kg) is as follows:
Investigate the effect of crop variety fertilizer type and irrigation method on yield.",,FD,"641 Crop Variety Fertilizer Irrigation Yield
0      Variety 1     Type A       Drip   150
1      Variety 1     Type A      Flood   145
2      Variety 1     Type B       Drip   152
3      Variety 1     Type B      Flood   148
4      Variety 1     Type C       Drip   155
5      Variety 1     Type C      Flood   150
6      Variety 2     Type A       Drip   160
7      Variety 2     Type A      Flood   155
8      Variety 2     Type B       Drip   162
9      Variety 2     Type B      Flood   158
10     Variety 2     Type C       Drip   165
11     Variety 2     Type C      Flood   160
12     Variety 3     Type A       Drip   170
13     Variety 3     Type A      Flood   165
14     Variety 3     Type B       Drip   172
15     Variety 3     Type B      Flood   168
16     Variety 3     Type C       Drip   175
17     Variety 3     Type C      Flood   170
18     Variety 4     Type A       Drip   180
19     Variety 4     Type A      Flood   175
20     Variety 4     Type B       Drip   182
21     Variety 4     Type B      Flood   178
22     Variety 4     Type C       Drip   185
23     Variety 4     Type C      Flood   180",False,True,True,True,True,"[['Type A' 'Flood' 145.0]
 ['Type B' 'Drip' 152.0]
 ['Type B' 'Flood' 148.0]
 ['Type C' 'Drip' 155.0]
 ['Type C' 'Flood' 150.0]
 ['Type A' 'Drip' 160.0]
 ['Type A' 'Flood' 155.0]
 ['Type B' 'Drip' 162.0]
 ['Type B' 'Flood' 158.0]
 ['Type C' 'Drip' 165.0]
 ['Type C' 'Flood' 160.0]
 ['Type A' 'Drip' 170.0]
 ['Type A' 'Flood' 165.0]
 ['Type B' 'Drip' 172.0]
 ['Type B' 'Flood' 168.0]
 ['Type C' 'Drip' 175.0]
 ['Type C' 'Flood' 170.0]
 ['Type A' 'Drip' 180.0]
 ['Type A' 'Flood' 175.0]
 ['Type B' 'Drip' 182.0]
 ['Type B' 'Flood' 178.0]
 ['Type C' 'Drip' 185.0]
 ['Type C' 'Flood' 180.0]]"
"A pharmaceutical company is testing three medications on four types of patients (based on age) at three different dosage levels. The effectiveness scores (out of 10) are as follows:
Determine the effect of patient type dosage level and medication on effectiveness scores.",,FD,"667 Patient Type Dosage Level Medication A Medication B Medication C
0         Type 1          Low          7.5            8          7.8
1         Type 1       Medium            8          8.5          8.3
2         Type 1         High          8.2          8.7          8.5
3         Type 2          Low          7.3          7.8          7.6
4         Type 2       Medium          7.8          8.3          8.1
5         Type 2         High            8          8.5          8.3
6         Type 3          Low          7.6          8.1          7.9
7         Type 3       Medium          8.1          8.6          8.4
8         Type 3         High          8.3          8.8          8.6
9         Type 4          Low          7.4          7.9          7.7
10        Type 4       Medium          7.9          8.4          8.2
11        Type 4         High          8.1          8.6          8.4",False,True,True,True,True,"[['Low' 7.5 8.0 7.8]
 ['Medium' 8.0 8.5 8.3]
 ['High' 8.2 8.7 8.5]
 ['Low' 7.3 7.8 7.6]
 ['Medium' 7.8 8.3 8.1]
 ['High' 8.0 8.5 8.3]
 ['Low' 7.6 8.1 7.9]
 ['Medium' 8.1 8.6 8.4]
 ['High' 8.3 8.8 8.6]
 ['Low' 7.4 7.9 7.7]
 ['Medium' 7.9 8.4 8.2]
 ['High' 8.1 8.6 8.4]]"
